*** START OF AKTAHEADER ***
Başlık: Vanity, All Is Vanity (Kibir, Her Şey Kibirdir)
Yazar: Anonymous
Yayın Tarihi: July 29, 2006 [EBook #18935]
Dil: English
Link: https://www.gutenberg.org/ebooks/18935
Çeviri: Python-deep_translator-GoogleTranslator
Kategori: psikoloji
*** END OF AKTAHEADER ***
The Project Gutenberg EBook of Vanity, All Is Vanity, by Anonymous

This eBook is for the use of anyone anywhere at no cost and with
almost no restrictions whatsoever.  You may copy it, give it away or
re-use it under the terms of the Project Gutenberg License included
with this eBook or online at www.gutenberg.org


Title: Vanity, All Is Vanity
       A Lecture on Tobacco and its effects

Author: Anonymous

Editor: J. J. Cranmer

Release Date: July 29, 2006 [EBook #18935]

Language: English

Character set encoding: ASCII

*** START OF THIS PROJECT GUTENBERG EBOOK VANITY, ALL IS VANITY ***

*** START OF TURKISH PART ***
David Garcia ve http://www.pgdp.net adresindeki Çevrimiçi Dağıtılmış Düzeltme Ekibi tarafından üretilmiştir (Bu dosya The
Kentuckiana Dijital Kütüphanesi tarafından cömertçe sağlanan görsellerden üretilmiştir)

1
+-----------------------------------------------------------------------------------------+
|[İllüstrasyon] |
| "Çabala; çünkü yok edicinin pençesi senin üzerinde ve eğer |
| koparılmazsan, seni felç edecek ve ezecek. Çabala çünkü düşman senin hayati organlarını ele geçirdi: Kalenin sahibi o ve iradeni kontrol eden bir güç yerine kontrol edilecek bir şey haline getiriyor. Zekayı zincirliyor ve daha iyi yargına meydan okuyor. Çabala |
| Ölümle boğuştuğunu ve zaferin kazanılması gerektiğini bilen biri gibi |
| kazan ya da kendini kaybetme!" |
| |
| TÜTÜN, yalnızca bir zehir olarak anılmalı, en aktif ve ölümcül zehirlerden biri; bilinen iki aktif ölümcül zehire sahip tek bitkidir, NİKOTİN ve NİKOTİANİN: Gerçekten o kadar ölümcüldür ki doktorlar nadiren uygularlar ve asla içten uygulamazlar. Aşırı |
| Afyon, Arsenik veya Striknin dozu, zamanında alındığında, bir |
| tedavi vardır, ancak tütünün aşırı dozu için hiçbir tedavi yoktur; |
| sistem üzerindeki etkisi Solgunluk, Mide bulantısı, Baş dönmesi, Kalbin hareketinin azalması, |
| Kusma, Kusma, Soğuk terleme ve tam bir Baygınlıktır, başka hiçbir zehirin neden olamayacağı |
| sonra ölüm! Kötülükleri sayısızdır, birkaçını aşağıda göreceğiz. |
| |
| 1. Tüm sistemi en ölümcül iki zehirle emprenye eder, |
| NİKOTİN ve NİKOTİANİN. |
| |
| 2. Sistemin sürekli onarıma tabi tutulduğu bu ikisinden herhangi biriyle, |
| bu nedenle Doktorlar nadiren bırakmanızı tavsiye ederler. Bu, bebeklerinin ağzından ekmek ve tereyağı almaya çok benzer. |
| |
| 3. İnsanı köleleştirir, böylece özgürlüğünü geri kazanmak için zincirlerini ve prangalarını kırmak için güçlü bir çaba sarf etmesi gerekir. |
| |
| 4. Yiyecekleri sindirmek, sindirim sistemine yardımcı olmak ve bağırsakları düzenlemek ve iyileştirmek için gitmesi gereken tükürüğü tükürerek hazımsızlığa neden olur. |
| |
| 5. Dumanı soluduğunuzda astım oluşur ve bir dizi diğer ölümcül hastalığın temelini atar. |
| |
| 6. İki zehiri akciğerlere solumak, sıklıkla akciğer felci ve verem üretir. |
| |
+---------------------------------------------------------------------------------+

3
+-----------------------------------------------------------------------------+
| |
| 7. Yavaş yavaş tüm sinir sistemini zayıflatır ve yok eder ve |
| | tütün kullananlar arasında her aşamada kolayca bulunabilen Delilik vakalarının büyük çoğunluğunun nedenidir. |
| |
| 8. Kişiyi toplumda terbiyesiz ve aşırı derecede itici gösterir. |
| |
| 9. Eleştirmenler zihnin belirli bir yeteneğini tamamen yok ettiğini söyler. |
| |
| 10. Nefesini bir arkadaş için çok iğrenç hale getirir. |
| |
| 11. Biriktirilebilecek küçük bozukluklar için sürekli cebinden para çeker. |
| |
| 12. Enfiye olarak alındığında harika bir şekilde |
| zayıflatır ve çoğu zaman felç eder ve Koku sinirlerini yok eder ve kişiyi koku alma duyusundan mahrum bırakır. |
| |
| 13. Alkollü içeceklere karşı bir istek yaratır, sistemi o kadar çökertir ki doğa uyarıcılardan yardım ister, |
| bu nedenle içeceklere, biberlere, hardallara, vb., vb. istek duyulur. |
| |
| 14. Noose ve Roman okuma gibi aşırı bir heyecan arzusu ve Bilim ve Felsefeye karşı bir nefret yaratır. |
| |
| 15. Dumanın görme duyusunu zayıflatma ve bozma konusunda harika bir eğilimi vardır. |
| |
| 16. Kullanımı, bize tavsiye ve kötülükten korunma için bakan gençler için kötü bir örnektir. |
| |
| 17. İnsan sistemindeki elektrovita sıvısını ayrıştırır ve cansızlaştırır. |
| |
| 18. Tütün kullanıcılarının sistemi her zaman hastalıklı bir durumdadır, |
| hasta olduğunuzda kullanamayacağınızın kanıtı olarak; çünkü bilinmelidir ki sistemde aynı anda iki |
| hastalıklı durum olamaz; biri diğerini dışarı atar. |
| |
| 19. Zehir, doğmamış bebeğe birçok kez bulaşır |
| hayati organlarını bozarak ve erken ölüme neden olarak: ve bir keresinde çok bilgili ve deneyimli bir doktor olan Dr. NILES'ın şunu söylediğini duydum: |
| alışkanlık haline gelmiş tütün kullanıcıları olan ebeveynlerden SAĞLIKLI bir ÇOCUK asla olmamıştır ve olamaz. Ve ülkedeki her tanınmış doktorun aynı şeye tanıklık edeceğinden endişeleniyorum. |
| |
| TÜTÜN YİYENLER! Tütün kullanıcıları için en uygun isimdir; |
| zehirli yaprağı midesine yutan iğrenç, iğrenç yeşil solucan kadar. |
| | çünkü tütünün ve dumanın zehiri ağızdaki kan damarları ve emiciler tarafından emilir, |
+-----------------------------------------------------------------------------+

4
+--------------------------------------------------------------------------------+
| ve dolaşıma, mideden sokulduğundan daha virülan bir biçimde bile taşınır. |
| |
| Her doktor size tütün vermekten, |
| lavman olarak bile, Materia Medica'daki diğer herhangi bir zehirden daha çok korktuğunu söyleyecektir: |
| asla mideden vermez. Bazen, şiddetli spazmodik kolikte, |
| veya bağırsakların boğulması veya spazmodik krup, tütün |
| haricen lapa olarak kullanılır ve çok dikkatli olmazsanız, bu formda bile hastanızı öldürecektir. Birçok tay ve buzağı, bitleri öldürmek için tütün suyuyla ovularak öldürülmüştür. Tütün |
| her türlü parazitik haşere için ölümdür; en zehirli sürüngenleri çok hızlı bir şekilde öldürecektir. Birçok çocuk |
| bit gıdıklama yaraları vb. için tütün uygulanmasıyla öldürülmüştür. Dr. Mussey, küçük kızının yüzündeki 25 ct'den büyük olmayan bir halka kurduna biraz tütün suyu süren bir kadından bahseder; ve bir doktor hemen çağrılmasaydı |
| çocuk ölecekti. Başındaki bir yaraya tütün tükürüğü sürerek oğlunu öldüren bir babadan bahseder. Çeşitli tıp adamlarının bu konuda yazdıklarını okumanız iyi olur. konu. Diğer tüm zehirli sebzeler bir zehirle yetinir; ancak |
| tütün, bitki krallığındaki en ölümcül zehirlerden ikisine sahiptir. |
| Bu, sizi Tütün Yiyenleri korkutmak için konulmuş bir korkuluk değil; eğer bana inanmıyorsanız, sadece bir bitki kimyasını inceleyin ve kendinizi daha kapsamlı bir şekilde ikna etmek için, sıkıcı bir yöntemle veya vurarak veya boğarak öldürmek istemediğiniz bir Kedi veya Köpeğin diline bir damla nikotin veya nikotin |
| damlatın ve etkisinin ne olacağını görün. Strychnine'in işini bu kadar çabuk yapıp yapmayacağını görün. |
| |
| Doktorlar: Mesleği zehirlerle oynamak olan, birçok ölümcül engerekle olduğu gibi, geri çekilin ve zehirli dişlerine dehşetle bakın, |
| onu tutmaya ve hasta karısı veya çocuğu için bir ilaç olarak kullanmaya cesaret edemezler. Hayır, onu ölümcül bir dehşetle reddeder! Kendisi de |
| zihin ve beden üzerindeki cansızlaştırıcı güçlerinin daha yavaş etkisine KÖLE olabilir. |
| |
| Tütünün aşırı dozu, sistem üzerindeki özel etkisi nedeniyle tedavi edilemez. |
| Etkisi ölümcül bir solgunluk ve |
| hastalıkla bilinir, sonra hava aniden çok sıcak ve bunaltıcı hale gelir, |
| hasta serin bir ortam, bir yudum soğuk su ve taze bir esinti ister, en tuhafı da aynı zamanda hasta çok |
| uyarıldığında kalbin hareketi azalır ve bir uyarıcı vermek için |
| artırmak için, |
| | ile orantılı olarak virülansını artırır +-------------------------------------------------------------------------------+

5
+----------------------------------------------------------------------------------+
| |
| boğucu ve mide bulandırıcı hissin artması: ve bunu yatıştırmak için |
| ilacı vermek, kalbin hareketini hala azaltır. Böylece bir panzehir anında insan hayati organlarını çoktan yiyip bitiren söndürülemez alevi besleyecek yakıta dönüşür. |
| |
| Size tütünden "bir kitap gibi" değil, tütünlenmiş biri gibi bahsettiğimi söylememin bir faydası yok. Çünkü ben, eski pedagog Deneyimi dışında hiçbir şey öğrenme fırsatı bulamamış talihsiz çocuklardan biriydim; beni sürekli olarak kendi sorunlarımı çözmeye zorlayan, sık sık acı pişmanlık gözyaşları döken. |
| |
| Tütün, alkol gibi geçici bir uyarıcı verir ve kullanımını azalttığınızda benzer etkilere neden olur. |
| |
| Nikotin ve Nikotinamin, aşağıdaki hastalıkların uygun babalarıdır: Hazımsızlık, Susuzluk, Kanser, Ramollissement, İktidarsızlık, |
| Şişmanlık, Çürük, Tüketme, Larenjit, Kardialji, Angina Pektoris, |
| Nevralji, Felç, Amaroz, Sağırlık, Karaciğer Şikayeti, Felç, |
| Delilik, Hipokondriyazis, "Dehşet", "Maalesef" ve Nosolojik ailenin büyük bir kısmı boyunca |
| . |
| |
| Doğrudan öldürülmediğiniz için kendinizi zehirlenmediğinize inandırıyorsunuz, ama size zehirlendiğinizi söylüyorum ve santim santim ölüyorsunuz |
| veya isterseniz on altıda bir santim, üzerinizdeki etkisi ne kadar küçük olursa olsun, bir etkisi vardır ve sonunda o etkiyi sürekli bastırarak sizi öldürecektir. Kulağınızı devasa akasya ağacına dayayın ve bir solucanın nazik gıcırdamasını duyun. Sen önemsiz solucan! O canavar ağaçla ne yapmayı umuyorsun? Gıcırda, gıcırda, gıcırda! Yıllarca |
| o neredeyse fark edilemeyen gıcırdamalar devam ederken, güçlü çekirge |
| Yüksek dallarını hayali bir güvenlik içinde kaldırır. Sonunda bir fırtına |
| gelir ve çekirge, diğer birçokları gibi, buna göğüs germeyi umar; ama, |
| ne yazık ki, gücü zayıflar; hayati organları aşınır ve o |
| düşer, --küçük solucanın kurbanı olur. Böylece tütün, alkol veya |
| afyon veya alışkanlık haline getirildiğinde herhangi bir diğer zehir, sistemi yavaşça, fark edilmeden --ama emin adımlarla-- zayıflatır. |
| |
| Herhangi bir puro, enfiye veya tıkaç tütün fabrikasına girin ve eğer yapabiliyorsanız |
| sağlıklı bir adam çıkarın. |
| |
| Tütün, ağzın duyumlarını ve işlevlerini öylesine yok eder ki, |
| hafif doğal içecekler tadılamaz; bu nedenle, insan güçlü içecekler, |
| uyuşmuş sinirleri harekete geçirecek bir şey ister. |
| tüm sistemde yapay bir |
| | | gerektirir bir bitkinlik hali üretir. +---------------------------------------------------------------------------------+

6
+-------------------------------------------------------------------------------+
| |
| uyarıcı. Eşlik edenine her zaman sadık olan alkol araya girer ve |
| bu yapay uyarıcıyı sağlar. Tütünün alkolden daha fazla sarhoşa sebep olduğu bilimsel bir gerçektir. Kendimden biliyorum |
| deneyim, sigara içmenin doğal olarak içki içmeyi gerektirdiğini. Şehrinizde dolaşın ve tabelalara bakın, bunların her zaman aynı renkler altında, "içkiler ve purolar", "bira ve pipolar" olarak birleştiğini göreceksiniz. Orada bir sürahi |
| biddy temin edebildiğinde 'bir sente iki puro' alabilirsiniz. Yaşlı gut hastası şarap içen bir grup akşam yemeği yaptığında ne yaparlar? İçki içerler ve sigara içerler. Kızılderililer, avcılar veya askerlerden oluşan bir grup "bir çılgınlık yapmak" için şehre geldiğinde ne yaparlar? İçki içerler ve sigara içerler. "Kanlılar" bir 'alkole' çıktığında ne yaparlar? İçki içerler ve sigara içerler. Alçak, ilkesiz adamlar, hırsızlar, kötü adamlar, kabadayılar, çapkınlar, |
| katiller, insanlığın pislikleri ve pislikleri bir araya geldiğinde |
| eğlence veya şeytani planlar tasarlama, ne yaparlar? İçki ve sigara. |
| |
| ---*-------*=======*======*-------*--- |
| |
| |
| |
| ÜCRETSİZ! |
| |
| | | | 1 Mart 1881'den itibaren GOSPEL MONITOR'a abone olan herkes, talep ederlerse "DOĞANIN KARARLARI"nın bir kopyasını ücretsiz alacaktır. |
| |
| GOSPEL MONITOR, dine, mantığa ve bilime adanmış aylık bir yayındır, yılda 50 cts. İnançlarla çevrili olmayan tek dini gazetedir ve köşe yazıları her zaman muhaliflerine açık olan tek gazetedir, ister Kâfir, ister Hristiyan, ister Putperest olsun, |
| kendi değerini ve en yetenekli yazarların eleştirilerini ve iletişimlerini ister. |
| |
| Sağ'ı her türlü riske karşı savunacağız ve Yanlış'ı kendi riskimize karşı ifşa edeceğiz. Monitor'u okuyun. |
| |
+---------------------------------------------------------------------------------+

7
+------------------------------------------------------------------------------+
| |
| |
| |
| |
| BÖLÜM 2. |
| | |
| TÜTÜNÜN AHLAKİ AÇIDAN DEĞERLENDİRİLMESİ. |
| |
| | | Hapishanelerimize ve cezaevlerimize gidin, oradaki mahkumların, neredeyse bir adam kadar tütün yiyip içki içen |
| olduğunu göreceksiniz. Bukalemun |
| rengini bağlı olduğu nesneden aldığı gibi, insanın zihni de bağlı olduğu bedenden alır. O halde, zehirlenmiş bir beynin |
| zehirli düşünceleri, suç düşüncelerini ve eylemlerini çağrıştırması şaşırtıcı değildir. |
| Ah keşke vaizler bunu bilseler veya bildiklerinde, insanın ahlaki doğasını yenileme çabalarında |
| buna göre hareket etseler. Kötülüğün kökünden başlayıp onu ortadan kaldırmaya çalışsınlar. Kötülük, bir Kanser gibidir, kök |
| kaldığı sürece kanser daha da kötüleşir. Zihin ve beden her |
| çabada birleşir, ana kaynak zayıflarsa darbe de zayıflar. "Acı bir |
| çeşme hoş bir akarsu gönderemez." |
| |
| Bir insanı düzeltmeye giriştiğimizde ilk yapmamız gereken şey |
| Beyin sağlıklıdır; zehirlenmiş ve hasta değildir. Sağlıksız bir organ |
| sağlıklı işlevleri yerine getiremez. Burnunuz enfiye ile doluyken koku alma duyusunu geliştirmeye çalışmak, enfiye özüyle zehirlenmişken ahlaki duygunuzu geliştirmeye çalışmakla aynı şeydir. Zehirle çarpan ve daha fazlasını arzulayan bir adamın kalbini değiştirmeye çalışın! Başarılı bir ruh doktoru olmak istiyorsanız, tüm ahlaki hastalıkların merkezinden başlamalısınız; zehirlenmiş ve düzensiz bir zihin. Önce içindeki zehri çıkarın ve en az otuz gün boyunca dışarıda tutun, ta ki beyin doğal sağlıklı eylemini gerçekleştirebilene kadar, sonra ayağa kalkıp dinlenmek için kuru yerlerde yürüyecektir. |
| |
| Tütünün insan zekasının ahlaki ve diğer tüm duyularını körelttiğini ve yok ettiğini teyit ediyor ve dersimiz boyunca kanıtlayacağız. Kanıt. |
| arkadaşlarının arasında tütün kullanan birini gördüğünüzde, onu ya zehirini |
| sıvısını arkadaşının ocağına, evine, zemine ve sobasına sıkarken ve iğrenç zehirli nefesini arkadaşının yüzüne üflerken ya da zehirli dumanını herkesin gözlerine, burnuna ve akciğerlerine dökerken görürsünüz. |
| orada bulunan herkes öksürüyor, boğuluyor ve neredeyse nefessiz kalıyorsa; lütfen evde bir daha sigara içmeyin derler. Sonra sık sık tekrarlanan |
| "Affedersiniz, düşünmemiştim." Ahlaklı bir insan, bir yamyam ırkının bile sağlığına, mutluluğuna ve huzuruna bu kadar müdahale edebilir mi? "Ben |
| |
+-------------------------------------------------------------------------------+

8
+-----------------------------------------------------------------------------+
| |
| düşünmedim," düşünme yetilerinin düzenli olmadığının bir kabulüdür. Bildiğimiz bu. |
| |
| Şimdi, düşünemeyen bir adamın, iyi huylu küçük ahlaki ve sosyal noktalarda ne yaptığını söylemenin bir faydası yok, ki |
| her gün aşinadır. Derin ahlaki |
| ve tamamen aşina olmadığı entelektüel muhakeme için ne kadar daha az niteliklidir? |
| | | | Ayrıca. Eğer düşünürse, onun rafine ve nazik insani duyguları |
| o kadar uyuşmuştur ki umursamaz, bu onun ruhsal |
| doğasının, tüm insanlara nezaket, sevgi ve ilgi öğreten saf ve |
| lekesiz bir dinin ruhunu öğretmek için fazla körelmiş olduğunu gösterir. |
| |
| Özellikle kronik olduğunda, zehirli bir beden sinirleri köreltir ve zekayı tıkar, zihni karartır, duman çıkarır ve ruhu öyle bir |
| karartır ki, bir insanın doğası gereği yapması gerektiği gibi ne öğretebilir ne de anlayabilir. |
| |
| Ağzında geviş getiren bir Mesih vaizi hakkında ne düşünüyorsunuz |
| kurtarmaya çalıştığı ruhlara zehir fışkırtıyor? Bu şey mümkün mü? Hristiyanlığın özünü tütünün zehirli solucanı aracılığıyla |
| damıtmaktan | | | bahsetmek! Ah, sen tütün yiyen ikiyüzlü! Bir beden |
| zehirle kirletilmiş ve kendine eziyet günahıyla kirletilmiş olan |
| Kutsal Ruh için uygun bir mesken olabilir mi? |
| bir tütün piposu gibi kokan bir adam, Tanrı'yı ​​ve insanların Ruhlarını temsil etmek, Tanrı'nın sözünü duyurmak için Tanrı'nın önünde durmaya uygun bir kap olarak kendini nasıl adlandırabilir? |
| dili ölümcül zehirle kokarken ve beyni |
| etkisinden sersemlemişken? Ah, Baalam'dan daha kötüsün! Keşke her eşek seni azarlasa. |
| | | | | Alkolü tütünün gücüyle kınayan, yani ağızlarında geviş getirerek ders veren ölçülülük ders verenlerin yaygın bir şey olduğu bir şeydir. |
| Şimdi bu aşağılıktır. Hırsızlar arasında onur olmalı. Kardeşine gülme |
| ve çamurda yuvarlanırken alay etme, kendi ağzın bin kat daha pis pislikle doluyken. Şiirsel olma |
| | "sarhoşun kavak elinde", kendi zehirli sinirleriniz, üç saat boyunca pound'unuzdan uzak durursanız, onunkinden daha fazla titreyecek. Tütünün, sarhoşlara, tüm o kargaşa renkleriyle, çok sevdiğiniz deliryum tremens'e neden olduğunu henüz öğrenmediniz. |
| |
| Dr. Mussey, Vermont'ta tüm sarhoş edici içeceklerden bilinçli bir şekilde uzak duran ve yine de deliryum tremens'ten ölen bir beyefendiyle tanıştığını söylüyor. Dr. Lauren ve diğer birçok tıp yazarı, bilgileri dahilindeki benzer vakalardan bahsediyor. En iyi doktorlarımızın çoğu |
| | +------------------------------------------------------------------------------+

9
+---------------------------------------------------------------------------------+
| |
| Alkol nedeniyle ortaya çıkan delirium tremens vakalarının çoğunun tütün kullanımından kaynaklandığı görüşüne katılıyorum. |
| |
| Ağzı tütün suyuyla doluyken bir içiciye ders veren kendini ılımlılık adamı olarak tanımlayan birini asla dinlememelisiniz. İçici eğer |
| tütün ikisi arasında en ılımlı adam değildir. Bir izleyiciye aynı anda hem alkollü küfürler hem de nikotinli balgam çıkarmak büyük bir hakarettir. O izleyici şöyle demeli; önce git |
| kendini düzelt, ey zehirin ılımlı KÖLESİ! |
| |
| Tütünün kötülükleri hakkındaki iddialarımızın kanıtlarını sunmaya yerimiz yok. Ama tütünün burada bahsettiğimiz hastalıkları ürettiğine dair bol miktarda kanıt istiyorsanız, lütfen Dr. Lizars'a danışın, size vakalar ve |
| kanıtlar sunacaktır. Dr. Mussey'in American Tract Society tarafından yayınlanan 'Tütün Üzerine Deneme'sini okuyun. Ve burada, insanlığın iyiliğini yüreğinde taşıyan herkesin, bu dersi tütün kullanan komşularınızın her birinin eline vermesini rica ediyorum. Tütün karşıtı ve alkol karşıtı broşürlerin dolaşımı, diğer tüm broşürlerden daha fazla fayda sağlayacaktır. |
| Çünkü bunlar, neredeyse her zihin ve beden rahatsızlığının kökü ve temelidir, hatta hiç kullanmayanlar bile: çünkü şöyle yazılmıştır: "Ben |
| babaların günahlarını ve kötülüklerini çocuklarına |
| ve çocukların çocuklarına, üçüncü ve dördüncü nesile kadar," doğa yasalarını ve kendi |
| varlık. |
| |
| Akıllı bir adam, kırmızıyken şaraba bakma demiştir. Fakat ondan daha akıllı biri, yalnızca bilgelik arayanların onu bulacağını, aptalların günahları yüzünden acı çekeceğini ve |
| öğretiyi reddedenin kendi ruhunu mahvedeceğini hükmetmiştir. |
| |
| Düşünme yeteneğine sahip olan kişi, sinirlerin beyni ve zihni, ahlakı bozduğu her şeyin, muhtemelen gelecek nesiller boyunca toplumu bozduğunu anlamalıdır. Ayrıca, Yaşam ve Ölümün, Sağlık ve Hastalığın, doğmamış bir varlığın tohumuyla aynı olduğunu |
| anlamalısınız. Hasta ve |
| zehirlenmiş bir bedenin sağlıklı bir tohumu aktaramayacağını. Görüyorsunuz ki, içi boş bir ağaçta yetişen bir elmanın tohumu asla sağlam bir ağaç üretmeyecektir. Öyleyse, etkilenmiş ve zehirlenmiş bir bedenin ve zihnin, aktif ve güçlü olanları üretmesini neden bekliyorsunuz? |
| |
| Kendinizi içinde bulduğunuz dış koşullara |
| değil, hareket edeceğiniz kısma bağlıdır; refahınız veya |
| mutsuzluğunuz, şerefiniz veya şerefsizliğiniz, sağlığınız veya hastalıklarınız. |
| |
+-----------------------------------------------------------------------------------+

10
+-------------------------------------------------------------------------------+
| |
| Bu kısmı hareket etmeye başladığınızda, sizin için daha büyük ilgi çekici olabilecek |
| |
| zihinsel köleliğin zehirli zincirlerini atmaktansa, hem zihni hem de bedeni böylesine aşağılık bir kölelikten uzak tutmaktan daha iyidir. Zihnin ve bedenin özgürlüğü sağlığı, uzun yaşamı ve mutluluğu garanti eder. Tüm makine, zihinsel ve fiziksel, temiz olduğunda, gücü ve |
| esnekliği çok daha iyidir, kalıcılığı çok daha canlı ve |
| kapsamlıdır, böylece kişi çoğunlukla geri dönüşü olmayan hataların acısından kurtulur. |
| |
| Eğer böylesine kritik bir anda tefekkür etmek yerine kendinizi hafifliğe, tembelliğe ve alışkanlık ve zehirin köleliğine teslim ederseniz, neyi takip etmeyi bekleyebilirsiniz? Bilgelik aptallığın yolunda mı yürüyecektir? Hem zihni hem de bedeni böyle kötüye kullanabilir ve kendinizi dünyadan lekesiz olarak adlandırabilir veya kendinize saf bir Tanrı'nın çocukları diyebilir misiniz? Ey sen |
| ruhsal kör rehber! İnsanları emir ve örnekle nereye götürüyorsun? Ulusların hendeğe yürümelerine öncülük ettin ve izin verdin. |
| |
| Alışkanlığa hizmet etmek bir kraldan daha zordur ve vergileri daha fazladır, çünkü bunlar sadece yıllık olarak değil, günlük ve saatlik olarak, beden, zihin ve |
| cebinize gelir. Onun zincirlerine bağlısınız ve onun çağrılarına cevap vermelisiniz. |
| |
| Ey kederli adam, hayatı yeryüzünün kötülükleriyle iç içe geçmiş! |
| Size gerçeğin dilinden konuşabilir miyim yoksa resmi olduğu gibi çizecek yerim olsaydı, sanırım aklınız |
| kullanımına isyan eder ve zincirlerini kırar, kışkırtıcı alışkanlıklarının ölümcül pençesine meydan okurdu. |
| |
| ----Tütünün size zararlı olduğuna ikna olduğunuzda. Eğer bu alışkanlığı hemen terk etmeye cesaretiniz yoksa ve farkında olmadan ve tütüne veya ilaca ihtiyaç duymadan |
| onun pençesinden çalmayı tercih ediyorsanız, sadece 50 kuruş para veya pulu GOSPEL MONITOR ofisine gönderin. HANNIBAL, MO. Ve size DOĞANIN KARARLARINI göndereceğiz. Bu durumda doğanın kendi dengesini nasıl yeniden sağladığını, eski zehri nasıl attığını ve taze bir tedarik isteğini nasıl engellediğini gösteren basılı bir formül. 20 veya daha fazla kişiden oluşan kulüplerde, biz |
| her biri için 25 ct karşılığında göndereceğim. Kural kısa ve kolayca anlaşılabilir |
| |
| |
| ---*-------*===(=(=O=)=)===*-------*--- |
| |
| |
+----------------------------------------------------------------------------------+

11
+-----------------------------------------------------------------------------+
| |
| İnsanın zihni, bedenin itici gücüdür. Zihin ve beden arasında büyük bir sempati vardır, bedeni etkileyen her şey |
| mutlaka zihni etkiler; aksine. Zihni etkileyen her şey |
| mutlaka bedeni de etkiler. Beden, insanın içinde yaşadığı evdir, eğer ev herhangi bir şekilde hasar görürse, asıl insan, yani zihin, sempati yoluyla bu tür yaralanmalardan kesinlikle acı çekecektir. |
| | | | Zihnin beden üzerindeki gücü, hem hastalıkta hem de sağlıkta, tüm modern bilimsel kavramların ötesindedir. Zihin, uzun süredir uyuşturucular ve aşırı uyarıcılar tarafından tıkanmış ve engellenmiştir, öyle ki |
| hala bebeklik dönemindedir. Her engel, zihnin büyümesini ve |
| gelişmesini engeller. Beden yakında en büyük |
| gelişimine ulaşabilir, ancak zihin bu alanda asla mükemmelliğine ulaşamaz. |
| |
| Yaş ve deneyim zihni güçlendirir ve kuvvetlendirir, ona büyüklük ve güç verir; zihni geliştirmek ve ilerletmek için mümkün olan her etki zekaya uygulanmalıdır. --Geçmiş çağlar |
